Event Name,Date,Time,Venue/Location,Ticket Price (USD),Category,Source URL,Description,All Sources,Listings Merged,Island Match,Lat,Lng
Wet And Wild Bus Ride Pt.2,2026-10-03,11:00 AM - 11:00 PM,"Toco, Trinidad and Tobago",$220.00,Arts & Theatre,https://islandetickets.com/event/Wet-and-wild-pt2,"Wet And Wild Bus Ride Pt.2
We heading up toco and cause ah scene.
Meeting Point HDC Port of Spain 9am
and SOCTIA Bank San Juan 10am
Part 1 Was Steamy Part 2 Will be Epic With the $220.00 admission Fee Cutters And Eats Included Come Out Have a Time ONLY BAD BITCHES AND BALLAS OUTSIDE..
For More Info: 18682942807",islandetickets: https://islandetickets.com/event/Wet-and-wild-pt2,1,Port of Spain,10.667,-61.517
A Norman stitch-up? The story behind the Bayeux Tapestry,2026-10-07,7:30 PM - 8:30 PM,,,Arts & Theatre,https://www.eventbrite.co.uk/e/a-norman-stitch-up-the-story-behind-the-bayeux-tapestry-tickets-1997441959671,,eventbrite: https://www.eventbrite.co.uk/e/a-norman-stitch-up-the-story-behind-the-bayeux-tapestry-tickets-1997441959671,1,Port of Spain,10.667,-61.517
WICFF 2026: Got To Be Free — A Village Drums of Freedom Story,2026-11-01,11:00 AM - 1:00 PM,"Kaiso Blues Cafe, Wrightson Road, Port of Spain, Port of Spain Corporation",,Food & Drink,https://www.eventbrite.ca/e/wicff-2026-got-to-be-free-a-village-drums-of-freedom-story-tickets-2001002805256,,eventbrite: https://www.eventbrite.ca/e/wicff-2026-got-to-be-free-a-village-drums-of-freedom-story-tickets-2001002805256,1,Port of Spain,10.667,-61.517
De Passion of Musiq,2026-11-07,7:00 PM,"3 Anglican St, Arima, Trinidad and Tobago De Passion of Musiq takes place in person on Saturday, November 7, 2026, at 7:00 PM at Arima Comm...",,General,https://beatstorapon.com/event/de-passion-of-musiq-6aaa1bbc13c3bc1a829b3fa6,"De Passion of Musiq takes place in person on Saturday, November 7, 2026, at 7:00 PM at Arima Comm...",beatstorapon: https://beatstorapon.com/event/de-passion-of-musiq-6aaa1bbc13c3bc1a829b3fa6,1,Port of Spain,10.667,-61.517
Bishop’s Food Inclusive Cooler Fete 2027,2027-01-02,1:00 PM - 8:00 PM,"Bishop Anstey High School, Chancery Lane, Port of Spain, Trinidad and Tobago",,Festival,https://trinijunglejuice.com/events/bishops-food-inclusive-cooler-fete-2027,"Premier food-inclusive cooler fete. Unlock Your Senses: the aroma and taste of delicious eats, experience the unique vibe of a Bishop’s fete, pump to popular guest artistes and DJs",trinijunglejuice: https://trinijunglejuice.com/events/bishops-food-inclusive-cooler-fete-2027,1,Port of Spain,10.66,-61.51
CIAO 2027 - Bikini Breakfast Cooler Cruise,2027-01-03,5:00 AM - 9:00 AM,"C3 Marina, Western Main Road, Port of Spain, Trinidad and Tobago",,Festival,https://trinijunglejuice.com/events/ciao-2027-bikini-breakfast-cooler-cruise,"CIAO- HELLO CARNIVAL!!!
Lets Start the Carnival Cruising Off The Right Way, SEXYYY!
WOMEN: Suits!
MEN: Shorts!
COMPLIMENTARY BREAKFAST! (Menu TBA)
DJs Dropping SOON!
Link Your Crew! Pack Your Coolers!
Sunday 3rd January 2027
Sail time: 10 AM SHARP
Harbour Master - 191 Western Main Road, Cocorite (After Peakes Gas Station)
NO oversized coolers!
NO glass bottles!
"" Party with a Difference...""",trinijunglejuice: https://trinijunglejuice.com/events/ciao-2027-bikini-breakfast-cooler-cruise,1,Port of Spain,10.68,-61.55
Soka in Moka 2027: Enchanted,2027-01-03,1:00 PM - 7:00 PM,"Trinity College. Moka, Trinidad, W.I., Diego Martin Regional Corporation, Trinidad and Tobago",,Festival,https://trinijunglejuice.com/events/soka-in-moka-2027-enchanted,"✨ Soka in Moka: Enchanted ✨
An Evening of Magic Awaits
Step into a world where elegance, music and celebration come together beneath the stars for an unforgettable night.
Join us for Soka in Moka: Enchanted, an all-inclusive premium experience featuring the very best in food, premium drinks and non-stop entertainment in an enchanting atmosphere unlike any other.
Expect incredible music, immersive décor, magical moments and an energy that will keep you dancing all night long.",trinijunglejuice: https://trinijunglejuice.com/events/soka-in-moka-2027-enchanted,1,Port of Spain,10.72,-61.5
Phoenix the Festival 2027,2027-01-09,2:00 PM - 9:00 PM,"Holy Name Convent, Queen's Park E, Port of Spain, Trinidad and Tobago",,Festival,https://trinijunglejuice.com/events/phoenix-the-festival-2027,"Phoenix – The Festival continues to evolve into a captivating celebration of vibrant energy, school spirit, and unforgettable experiences.
Now in its 9th year, our Food Inclusive Cooler Experience has become one of Trinidad & Tobago's most anticipated events, bringing together great people, premium entertainment, and an unmatched Carnival vibe.
Get ready for an electrifying line-up of top Soca artistes, an expertly curated food menu, exciting experiences, and an atmosphere that keeps the energy high from start to finish.
Whether you're a returning patron or joining us for the first time, Phoen",trinijunglejuice: https://trinijunglejuice.com/events/phoenix-the-festival-2027,1,Port of Spain,10.66,-61.51
Booze&Bacchanal FIRST JAM,2027-01-16,10:00 AM - 2:00 PM,"Harbour Master, 191 Western Main Road After Peakes - Econo Car Rental Compound, Port of Spain, Port of Spain Corporation",,Fair / Popup,https://www.eventbrite.com/e/boozebacchanal-first-jam-tickets-1997802632453,,eventbrite: https://www.eventbrite.com/e/boozebacchanal-first-jam-tickets-1997802632453,1,Port of Spain,10.667,-61.517
Rum and Music: Cruizin Down D Islands 27,2027-01-16,8:45 AM - 2:00 PM,"Escape DDI, Gasparee Island, Gaspar Grande, Trinidad and Tobago",,Food & Drink,https://trinijunglejuice.com/events/rum-and-music-cruizin-down-d-islands-27,"Rum and Music Events is taking you on the waters before the Trinidad Carnival pump picks up!! 2 Boats and 2X VIBES!!! MORE RUM N MORE MUSIC!
2 BOATS. 2X THE VIBES. MORE RUM. MORE MUSIC.
Before the Trinidad Carnival pump picks up… WE’RE TAKING THE VIBES TO THE WATER!
RUM & MUSIC EVENTS presents:
CRUIZIN — DOWN D’ ISLANDS
A lil’ pre-carnival vibe before the madness begins!
As the sun rises over the beautiful T&T waters, we’re CRUIZIN Down D’ Islands with 2 boats full of Rum & Music energy!
Date: SATURDAY, JANUARY 16TH, 2027 Time: Boarding: 8:45AM Boats: 2 BOATS Vibes: 1 ISLAND STOP ENDLESS VIBES",trinijunglejuice: https://trinijunglejuice.com/events/rum-and-music-cruizin-down-d-islands-27,1,Port of Spain,10.67,-61.66
A Class 2027: Neon Carnival,2027-01-17,12:00 PM - 7:59 PM,"Cipriani College of Labour & Co-Operative Studies, Churchill Roosevelt Highway, Valsayn, Trinidad and Tobago",,Festival,https://trinijunglejuice.com/events/a-class-2027-neon-carnival,,trinijunglejuice: https://trinijunglejuice.com/events/a-class-2027-neon-carnival,1,Port of Spain,10.63,-61.42
PREStige 2027: Origins,2027-01-17,1:00 PM - 7:00 PM,"Presentation College San Fernando, Carib Street, San Fernando, Trinidad and Tobago",,Festival,https://trinijunglejuice.com/events/prestige-2027-origins,"PREStige: Origins is a celebration of where it all began — our roots, our brotherhood, and the legacy that continues to bring us together.
On 17.01.27, we return home to Presentation College, San Fernando, for an unforgettable experience that honours our past while celebrating how far we’ve come.
ORIGINS — Every story has a beginning.",trinijunglejuice: https://trinijunglejuice.com/events/prestige-2027-origins,1,Port of Spain,10.28,-61.46
Medium & Large Conventional Band Semi-Finals: National Panorama 2027,2027-01-24,9:00 AM - 8:00 PM,"Queen's Park Savannah, Queen's Park E, Port of Spain, Trinidad and Tobago",,Conference / Expo,https://trinijunglejuice.com/events/medium-and-large-conventional-band-semi-finals-national-panorama-2027,"Join us for Trinidad and Tobago National Panorama 2027!
Bring Yuh Energy. Match D Rhythm!
#PanTrinbago #TheWorldGoverningBodyforSteelpan",trinijunglejuice: https://trinijunglejuice.com/events/medium-and-large-conventional-band-semi-finals-national-panorama-2027,1,Port of Spain,10.67,-61.51
Blossom “V” Paris Luxury Inclusive Brunch,2027-01-31,4:00 PM - 11:00 PM,"Mille Fleurs, Maraval Road, Port of Spain, Trinidad and Tobago",,Food & Drink,https://trinijunglejuice.com/events/blossom-v-paris-luxury-inclusive-brunch,"Blossom V Paris is where luxury meets desire—an elevated, all-inclusive brunch experience crafted for the bold, the beautiful, and the unforgettable. This Carnival, we don’t just host events… we create moments that seduce, indulge, and redefine premium lifestyle.
Premium Food • Unlimited Drinks • Iconic Vibes",trinijunglejuice: https://trinijunglejuice.com/events/blossom-v-paris-luxury-inclusive-brunch,1,Port of Spain,10.67,-61.52
Soca Baby Boat 2 'The Soca Treasures',2027-02-01,5:00 PM - 9:00 PM,"Harbour Master, 191 Western Main Road, Port Of Spain",,Festival,https://www.eventbrite.com/e/soca-baby-boat-2-the-soca-treasures-tickets-1986005682458,"Soca Baby Boat 1 “The Soca Treasures” is scheduled for Monday, February 1, 2027 at Harbour Master...",eventbrite: https://www.eventbrite.com/e/soca-baby-boat-2-the-soca-treasures-tickets-1986005682458 | beatstorapon: https://beatstorapon.com/event/soca-baby-boat-1-the-soca-treasures-6a72c03a15564493a3dd8c57 | beatstorapon: https://beatstorapon.com/event/soca-baby-boat-2-the-soca-treasures-6a72c04615564493a3dd90c1,3,Port of Spain,10.667,-61.517
IZWE 2027,2027-02-02,1:00 PM - 8:00 PM,"Queen's Park Savannah, Queen's Park E, Port of Spain, Trinidad and Tobago",,Festival,https://trinijunglejuice.com/events/izwe-2027,"Save the Date 📅
IZWE 2027
Roots Rock Soca...We Coming Home🇹🇹
Tuesday 2nd February, 2027
Queen's Park Savannah
Port of Spain
Trinidad
Not on our mailing list? Sign up at izwefestival.com to receive first access to tickets!",trinijunglejuice: https://trinijunglejuice.com/events/izwe-2027,1,Port of Spain,10.67,-61.51
Shhh Trinidad. .....Carnival Tea,2027-02-02,5:00 PM - 1:00 AM,"Mille Fleurs, 23 Maraval Road, Port of Spain, Port of Spain Corporation",,Festival,https://www.eventbrite.com/e/shhh-trinidad-carnival-tea-tickets-1999000253570,,eventbrite: https://www.eventbrite.com/e/shhh-trinidad-carnival-tea-tickets-1999000253570,1,Port of Spain,10.667,-61.517
Citrus Trinidad Carnival 2027,2027-02-03,10:00 AM - 4:00 PM,"Santa Barbara Blvd, Trinidad and Tobago, Santa Cruz",,Festival,https://trinijunglejuice.com/events/citrus-trinidad-carnival-2027,"Hello to our Loyal CITRUS Lovers.
get ready to quench your thirst
The Sweetest Fete on Miami Carnival Friday is coming to TRINIDAD CARNIVAL WEDNESDAY! CITRUS Trinidad
YOUR FAVORITE Premium All Inclusive Tropical Experience.
It’s Refreshing.
It’s Sweet.
It’s CITRUS!
The Citrus Experience:
Upon arrival, guests will be greeted with custom Citrus cups, setting the tone for an afternoon of tropical luxury.
Indulge in premium amenities, including a Hennessy Fountain and a Casamigos Tequila Fountain to keep the spirits high.
A Prosecco Bar will be flowing, offering guests a chance to sip bubbly while",trinijunglejuice: https://trinijunglejuice.com/events/citrus-trinidad-carnival-2027 | beatstorapon: https://beatstorapon.com/event/citrus-trinidad-carnival-2027-6a5707cfe3c67d65b5130c14 | eventbrite: https://www.eventbrite.com/e/citrus-trinidad-carnival-2027-tickets-1993557265446,3,Port of Spain,10.71,-61.46
AWOL TT 2027,2027-02-04,9:00 AM - 2:00 PM,"The Anchorage, Harts Cut, Chaguaramas",,Fair / Popup,https://www.eventbrite.ca/e/awol-tt-2027-tickets-1971295529996,,eventbrite: https://www.eventbrite.ca/e/awol-tt-2027-tickets-1971295529996,1,Port of Spain,10.667,-61.517
Soca Startr 'The Dawn’s Treasure',2027-02-04,,"Trinidad, Port of Spain, Trinidad and Tobago Soca Startr 'The Dawn’s Treasure' takes place on Carnival Thursday morning, February 4, 2027, in ...",,Festival,https://beatstorapon.com/event/soca-startr-the-dawn-s-treasure-6a72c03a15564493a3dd8c4c,"Soca Startr 'The Dawn’s Treasure' takes place on Carnival Thursday morning, February 4, 2027, in ...",beatstorapon: https://beatstorapon.com/event/soca-startr-the-dawn-s-treasure-6a72c03a15564493a3dd8c4c,1,Port of Spain,10.667,-61.517
Trinidad Carnival 2027 Package w/ Tribe (Biggest Baddest Band on the road),2027-02-04,10:00 AM - 8:00 PM,"Cascadia Hotel, Ariapita Road, Port of Spain, Trinidad and Tobago, 67 Ariapita Road, Port of Spain, San Juan-Laventille Regional Corporation",,Festival,https://www.eventbrite.com/e/trinidad-carnival-2027-package-w-tribe-biggest-baddest-band-on-the-road-tickets-1982136620991,,eventbrite: https://www.eventbrite.com/e/trinidad-carnival-2027-package-w-tribe-biggest-baddest-band-on-the-road-tickets-1982136620991,1,Port of Spain,10.667,-61.517
"Soca Brainwash 2027 ""Loyalty Pre Sale""",2027-02-06,,"Serpentine Rd, Port of Spain, Trinidad and Tobago Soca Brainwash 2027 “Loyalty Pre Sale” takes place at St Mary’s College Grounds on Serpentine Roa...",,Festival,https://beatstorapon.com/event/soca-brainwash-2027-loyalty-pre-sale-6a72c03a15564493a3dd8c55,Soca Brainwash 2027 “Loyalty Pre Sale” takes place at St Mary’s College Grounds on Serpentine Roa...,beatstorapon: https://beatstorapon.com/event/soca-brainwash-2027-loyalty-pre-sale-6a72c03a15564493a3dd8c55,1,Port of Spain,10.667,-61.517
Soca Brainwash Music Festival 'A Pirate’s Tale',2027-02-06,,"Serpentine Rd, Port of Spain, Trinidad and Tobago Soca Brainwash Music Festival: A Pirate’s Tale takes place on Carnival Saturday in Trinidad at St...",,Festival,https://beatstorapon.com/event/soca-brainwash-music-festival-a-pirate-s-tale-6a72c03a15564493a3dd8c54,Soca Brainwash Music Festival: A Pirate’s Tale takes place on Carnival Saturday in Trinidad at St...,beatstorapon: https://beatstorapon.com/event/soca-brainwash-music-festival-a-pirate-s-tale-6a72c03a15564493a3dd8c54,1,Port of Spain,10.667,-61.517
IMAGINE ' Jouvert Gems',2027-02-07,3:00 PM,"Trinidad, Port of Spain, Trinidad and Tobago IMAGINE J’ouvert Gems takes place on Sunday, February 7, 2027 at 3:00 PM in Port of Spain, Trinid...",,Festival,https://beatstorapon.com/event/imagine-jouvert-gems-6a4dcdcf64f8c63a5961da14,"IMAGINE J’ouvert Gems takes place on Sunday, February 7, 2027 at 3:00 PM in Port of Spain, Trinid...",beatstorapon: https://beatstorapon.com/event/imagine-jouvert-gems-6a4dcdcf64f8c63a5961da14,1,Port of Spain,10.667,-61.517
NAKED BREAKFAST COOLER CRUISE TT,2027-02-07,7:00 AM - 11:00 AM,"191 Western Main Rd, 191 Western Main Road, Port of Spain, Port of Spain Corporation",,Festival,https://www.eventbrite.com/e/naked-breakfast-cooler-cruise-tt-tickets-1990789444820,,eventbrite: https://www.eventbrite.com/e/naked-breakfast-cooler-cruise-tt-tickets-1990789444820,1,Port of Spain,10.667,-61.517
Trinidad Carnival Makeup Services- JesKar's You're Beautiful Carnival Glam World,2027-02-07,8:00 PM,"Port of Spain, Trinidad and Tobago",,Festival,https://trinijunglejuice.com/events/trinidad-carnival-makeup-services-jeskars-youre-beautiful-carnival-glam-world,"JesKar's You're Beautiful Glam World is a luxury Carnival beauty hub designed to transform the traditional Carnival makeup experience into a seamless, first-class glam experience.
Our services are carefully curated to ensure every client is serviced at assigned stations in a professional, organized, and comfortable environment, leaving each person feeling elevated, confident, and fully ready for the road.
JesKar's You're Beautiful Glam World is not just a service — it’s an experience built on luxury, organization, professionalism, and unforgettable moments.
We Provide:-
-Full Glam Makeup with ",trinijunglejuice: https://trinijunglejuice.com/events/trinidad-carnival-makeup-services-jeskars-youre-beautiful-carnival-glam-world,1,Port of Spain,10.66,-61.51
SAHARA JOUVERT 27,2027-02-08,,"Alfredo St, Port of Spain, Trinidad and Tobago SAHARA JOUVERT 27 is set for February 8, 2027 in Wood Brook, Port of Spain, at Port of Spain. The...",,Festival,https://beatstorapon.com/event/sahara-jouvert-27-6a27b3a71fa8c89c7d99c566,"SAHARA JOUVERT 27 is set for February 8, 2027 in Wood Brook, Port of Spain, at Port of Spain. The...",beatstorapon: https://beatstorapon.com/event/sahara-jouvert-27-6a27b3a71fa8c89c7d99c566,1,Port of Spain,10.667,-61.517
Bacchanal Road 2027,2027-02-10,6:00 AM - 3:00 PM,"port of spain, Trinidad and Tobago",$50.00,Festival,https://trinidad.tikkets.com/events/test-event-N8zMq,"Bacchanal Road is more than a party—it's an unforgettable Carnival road experience where thousands of revelers come together to celebrate freedom, music, and pure Caribbean vibes. Follow the music truck as the road transforms into a sea of color, with paint, powder, water, mud, and non-stop soca creating the ultimate fête atmosphere. From the first beat to the final wine, expect premium vibes, energetic DJs, live performances, immersive entertainment, and an electric crowd that knows how to party.",tikkets: https://trinidad.tikkets.com/events/test-event-N8zMq,1,Port of Spain,10.667,-61.517
