Event Name,Date,Time,Venue/Location,Ticket Price (USD),Category,Source URL,Description,All Sources,Listings Merged,Island Match,Lat,Lng
"Yoga, Sound Bath & Nature @ Bonnet Museum & Gardens",2026-09-18,9:00 AM - 10:45 AM,"Bonnet House Museum & Gardens: on the Veranda, 900 North Birch Road, Fort Lauderdale, FL 33304",,Sports & Fitness,https://www.eventbrite.com/e/yoga-sound-bath-nature-bonnet-museum-gardens-tickets-1996985493368,"A unique yoga experience that combines a soulful sound bath meditation, nature, and history ( read details )",eventbrite: https://www.eventbrite.com/e/yoga-sound-bath-nature-bonnet-museum-gardens-tickets-1996985493368,1,Fort Lauderdale,26.122,-80.137
30/30 At The Fort,2026-09-19,9:30 AM - 10:30 AM,"The FORT Pickleball, 891 Southwest 34th Street, Fort Lauderdale, FL 33315",,Sports & Fitness,https://www.eventbrite.com/e/3030-at-the-fort-tickets-2000629251948,Join us on The Fort Stadium Court for a special 30 minute FLOW + 30 minute FIIT class with YogaJoint!,eventbrite: https://www.eventbrite.com/e/3030-at-the-fort-tickets-2000629251948,1,Fort Lauderdale,26.122,-80.137
Artemis Masterclass - Advancing Clinical Outcomes & Practice Success,2026-09-19,10:00 AM - 5:00 PM,"Hyatt Centric Las Olas Fort Lauderdale, 100 East Las Olas Boulevard, Fort Lauderdale, FL 33301",,Business / Networking,https://www.eventbrite.com/e/artemis-masterclass-advancing-clinical-outcomes-practice-success-tickets-1991109983560,Join us in person at Artemis Masterclass to boost your clinical skills and practice success!,eventbrite: https://www.eventbrite.com/e/artemis-masterclass-advancing-clinical-outcomes-practice-success-tickets-1991109983560,1,Fort Lauderdale,26.122,-80.137
Bunny Yoga,2026-09-19,11:00 AM - 12:00 PM,"Flow Fort Lauderdale Apartments, 221 Southwest 1st Avenue, Fort Lauderdale, FL 33301",,Sports & Fitness,https://www.eventbrite.com/e/bunny-yoga-tickets-1998619647166,Enjoy an adorable and unforgettable bunny yoga at Sunny Side Up Market at Flow FTL,eventbrite: https://www.eventbrite.com/e/bunny-yoga-tickets-1998619647166,1,Fort Lauderdale,26.122,-80.137
Luau Soul Samba Miami Birthday,2026-09-19,4:00 PM - 11:00 PM,"Beach Cafe & pizza, 17 South Fort Lauderdale Beach Boulevard #R112, Fort Lauderdale, FL 33316",,Nightlife / Party,https://www.eventbrite.com/e/luau-soul-samba-miami-birthday-tickets-1999331845370,"Join us in Miami for a tropical Luau Soul Samba birthday bash full of dance, fun, and island vibes!",eventbrite: https://www.eventbrite.com/e/luau-soul-samba-miami-birthday-tickets-1999331845370,1,Fort Lauderdale,26.122,-80.137
MATZOMINGLE® SATURDAY NIGHT @ FL September 2026,2026-09-19,9:00 PM - 1:00 AM,"Kelly Brothers Irish Pub, 3045 North Federal Highway, Fort Lauderdale, FL 33306",,Nightlife / Party,https://www.eventbrite.com/e/matzomingle-saturday-night-fl-september-2026-tickets-1997445281607,Why Matzomingle? Because Saturday nights deserve more than Netflix. Because real chemistry doesn't happen through endless swiping.,eventbrite: https://www.eventbrite.com/e/matzomingle-saturday-night-fl-september-2026-tickets-1997445281607,1,Fort Lauderdale,26.122,-80.137
"Palm State: Summer Sessions (Amapiano, Afrobeats, Konpa, & More)",2026-09-19,10:00 PM - 2:00 AM,"Stache Drinking Den, 109 Southwest 2nd Avenue, Fort Lauderdale, FL 33301",,Nightlife / Party,https://www.eventbrite.com/e/palm-state-summer-sessions-amapiano-afrobeats-konpa-more-tickets-1996657327816,"Monthly Saturday night party in Fort Lauderdale featuring Amapiano, Afrobeats, Konpa & more",eventbrite: https://www.eventbrite.com/e/palm-state-summer-sessions-amapiano-afrobeats-konpa-more-tickets-1996657327816,1,Fort Lauderdale,26.122,-80.137
R&B SUNRISE YOGA,2026-09-19,6:30 AM - 7:30 AM,"Central Beach Basketball Court, 1100 Seabreeze Blvd, Fort Lauderdale, FL 33316",,Sports & Fitness,https://www.eventbrite.com/e/rb-sunrise-yoga-tickets-2000228296680,Start your day flowing to smooth R&B vibes and chill yoga moves that wake up your body and soul.,eventbrite: https://www.eventbrite.com/e/rb-sunrise-yoga-tickets-2000228296680,1,Fort Lauderdale,26.122,-80.137
September Reset: Return to Balance,2026-09-19,2:00 PM - 4:30 PM,"Bombay Room Yoga, 3354 Northeast 33rd Street, Fort Lauderdale, FL 33308",,Arts & Theatre,https://www.eventbrite.com/e/september-reset-return-to-balance-tickets-1999618694343,"Release, realign & return to balance with movement, Kundalini breathwork, meditation, sound healing & Reiki this Equinox.",eventbrite: https://www.eventbrite.com/e/september-reset-return-to-balance-tickets-1999618694343,1,Fort Lauderdale,26.122,-80.137
The TheraLeaf Yoga Experience,2026-09-19,6:00 PM - 8:30 PM,"The Heart Yoga Studio, 735 Northeast 2nd Avenue, Fort Lauderdale, FL 33304",,Sports & Fitness,https://www.eventbrite.com/e/the-theraleaf-yoga-experience-tickets-1998401909908,"An immersive yoga experience created to help you disconnect from the noise, reconnect with yourself, and make room to receive.",eventbrite: https://www.eventbrite.com/e/the-theraleaf-yoga-experience-tickets-1998401909908,1,Fort Lauderdale,26.122,-80.137
FT LAUDERDALE’S BIGGEST DAYTIME BACHATA PARTY at El Tiesto Cafe,2026-09-20,1:00 PM - 8:00 PM,"El Tiesto Cafe Fort Lauderdale, 210 Southwest 2nd Avenue, Fort Lauderdale, FL 33301",,Nightlife / Party,https://www.eventbrite.com/e/ft-lauderdales-biggest-daytime-bachata-party-at-el-tiesto-cafe-tickets-1998459270475,USA's Biggest Bachata Party at El Tiesto Cafe in Ft Lauderdale • Limited VIP Sections • International Dancers • DJ Spinnaz • DJ Randy,eventbrite: https://www.eventbrite.com/e/ft-lauderdales-biggest-daytime-bachata-party-at-el-tiesto-cafe-tickets-1998459270475,1,Fort Lauderdale,26.122,-80.137
Ft.Lauderdale Anime-Fest,2026-09-20,10:00 AM - 5:00 PM,"Embassy Suites by Hilton Fort Lauderdale 17th Street, 1100 Southeast 17th Street, Fort Lauderdale, FL 33316",,Festival,https://www.eventbrite.com/e/ftlauderdale-anime-fest-tickets-1978289739866,"FT-Lauderdale Anime-Fest is an anime collectors’ mecca convention located in the beautiful City of Fort Lauderdale, Florida.",eventbrite: https://www.eventbrite.com/e/ftlauderdale-anime-fest-tickets-1978289739866,1,Fort Lauderdale,26.122,-80.137
"Out of Area, Out of Mind? Beyond Boundaries",2026-09-21,1:00 PM - 3:00 PM,,,Conference / Expo,https://www.eventbrite.co.uk/e/out-of-area-out-of-mind-beyond-boundaries-tickets-1992477023413,"This event is designed to give you practical insight, confidence, and tools to better support children and young people placed out of area.",eventbrite: https://www.eventbrite.co.uk/e/out-of-area-out-of-mind-beyond-boundaries-tickets-1992477023413,1,Fort Lauderdale,26.122,-80.137
Floating Sound Bath with Kanekshun,2026-09-23,7:00 PM - 8:00 PM,"W Fort Lauderdale, 401 North Fort Lauderdale Beach Boulevard, Fort Lauderdale, FL 33304",,Concert / Live Music,https://www.eventbrite.com/e/floating-sound-bath-with-kanekshun-tickets-1999704377624,"Dive into a transformative floating sound bath meditation experience at WET Deck, hosted by Kanekshun.",eventbrite: https://www.eventbrite.com/e/floating-sound-bath-with-kanekshun-tickets-1999704377624,1,Fort Lauderdale,26.122,-80.137
"Speed Dating Ages 30-45 in Fort Lauderdale, FL at The Rhythm & Vine",2026-09-23,7:00 PM - 9:00 PM,"Rhythm & Vine, 401 Northeast 5th Terrace, Fort Lauderdale, FL 33301",,Nightlife / Party,https://www.eventbrite.com/e/speed-dating-ages-30-45-in-fort-lauderdale-fl-at-the-rhythm-vine-tickets-1996424009956,"Ready to meet local singles face-to-face? Join us for a fun, low-pressure evening of meaningful connections!",eventbrite: https://www.eventbrite.com/e/speed-dating-ages-30-45-in-fort-lauderdale-fl-at-the-rhythm-vine-tickets-1996424009956,1,Fort Lauderdale,26.122,-80.137
Your Best Life Powered By Your Best Business with Cody Gibson,2026-09-23,9:00 AM - 2:00 PM,"177 N Pointe Dr, 177 North Pointe Drive, Dania Beach, FL 33004",,Arts & Theatre,https://www.eventbrite.com/e/your-best-life-powered-by-your-best-business-with-cody-gibson-tickets-1991569868087,"Build your best business and best life with VP of MAPS Cody Gibson. Learn proven strategies, AI tools, and growth models that drive results!",eventbrite: https://www.eventbrite.com/e/your-best-life-powered-by-your-best-business-with-cody-gibson-tickets-1991569868087,1,Fort Lauderdale,26.122,-80.137
"BrowardJobs.com Job Fair / Career Fair September 24th, 2026 Coral Springs",2026-09-24,11:00 AM - 2:00 PM,"Northwest Regional Library, 3151 North University Drive, Coral Springs, FL 33065",,Conference / Expo,https://www.eventbrite.com/e/browardjobscom-job-fair-career-fair-september-24th-2026-coral-springs-tickets-1979891887934,"Job fair / career fair in Coral Springs fl . Career fairs, job fairs.",eventbrite: https://www.eventbrite.com/e/browardjobscom-job-fair-career-fair-september-24th-2026-coral-springs-tickets-1979891887934,1,Fort Lauderdale,26.122,-80.137
Conservation on Canvas,2026-09-24,7:00 PM - 9:00 PM,"Invasive Species Brewing + Distilling, 726 Northeast 2nd Avenue, Fort Lauderdale, FL 33304",,Fair / Popup,https://www.eventbrite.com/e/conservation-on-canvas-tickets-1996817821858,"Join us for a paint-and-sip experience supporting Conservation Florida's mission to protect the water, wildlife, and wild places.",eventbrite: https://www.eventbrite.com/e/conservation-on-canvas-tickets-1996817821858,1,Fort Lauderdale,26.122,-80.137
Devenir un leader exemplaire,2026-09-24,12:00 PM - 1:00 PM,,,Conference / Expo,https://www.eventbrite.ca/e/billets-devenir-un-leader-exemplaire-1994305065135,Webinaire,eventbrite: https://www.eventbrite.ca/e/billets-devenir-un-leader-exemplaire-1994305065135,1,Fort Lauderdale,26.122,-80.137
Our South Florida: The Reveal,2026-09-24,6:00 PM - 9:00 PM,"The Easton Rooftop Pool & Lounge, 721 North Federal Highway, Fort Lauderdale, FL 33304",,Festival,https://www.eventbrite.com/e/our-south-florida-the-reveal-tickets-1996029307390,"The Reveal, the official launch celebration of Our South Florida, a new digital news and lifestyle publication dedicated to South Florida.",eventbrite: https://www.eventbrite.com/e/our-south-florida-the-reveal-tickets-1996029307390,1,Fort Lauderdale,26.122,-80.137
Tri-County Business Expo 2026,2026-09-24,10:00 AM - 4:00 PM,"Ken Thurston Inverrary Community Center, 3300 Inverrary Boulevard Lauderhill, Lauderhill, FL 33319",,Conference / Expo,https://www.eventbrite.com/e/tri-county-business-expo-2026-tickets-1434755114169,"Tri-County Business Expo 2026: Connect, collaborate & grow with vendors, workshops & networking in South Florida. Vendor spots available.",eventbrite: https://www.eventbrite.com/e/tri-county-business-expo-2026-tickets-1434755114169,1,Fort Lauderdale,26.122,-80.137
French Reserve,2026-09-26,8:00 PM - 2:00 AM,"TIMBR Restaurant & Lounge, 15 West Las Olas Boulevard, Fort Lauderdale, FL 33301",,Nightlife / Party,https://www.eventbrite.com/e/french-reserve-tickets-1999342697830,"French Reserve | Elevated dinner party experience with tapas, 2 rooms of Caribbean music, culture & nightlife. Taste,Vibe, and Connect.",eventbrite: https://www.eventbrite.com/e/french-reserve-tickets-1999342697830,1,Fort Lauderdale,26.122,-80.137
Hot Gyal + Hot Sculpt,2026-09-26,1:30 PM - 4:00 PM,"Fort Lauderdale, P, Fort Lauderdale, FL 33301",,Faith & Community,https://www.eventbrite.com/e/hot-gyal-hot-sculpt-tickets-1999638058261,"Hot Gyal + Hot Sculpt is where movement meets wellness, culture & community. Join us for a hot sculpt workout & then a post workout social.",eventbrite: https://www.eventbrite.com/e/hot-gyal-hot-sculpt-tickets-1999638058261,1,Fort Lauderdale,26.122,-80.137
LauderAle Brewery's 4th Annual Mini Renaissance Festival,2026-09-26,3:00 PM - 11:00 PM,"LauderAle Brewery, 3305 Southeast 14th Avenue, Fort Lauderdale, FL 33316",,Festival,https://www.eventbrite.com/e/lauderale-brewerys-4th-annual-mini-renaissance-festival-tickets-1996338152153,"Knight combats, local artisan vendors, belly dancing shows, musicians, tomato throwing, food trucks, and cold beer! HUZZAH!",eventbrite: https://www.eventbrite.com/e/lauderale-brewerys-4th-annual-mini-renaissance-festival-tickets-1996338152153,1,Fort Lauderdale,26.122,-80.137
Stronger Together Couples Conference,2026-09-26,9:00 AM - 12:30 PM,"New Mount Olive Baptist Church, 400 Northwest 9th Avenue, Fort Lauderdale, FL 33311",,Conference / Expo,https://www.eventbrite.com/e/stronger-together-couples-conference-tickets-1998914724751,"Community-Based Connections, Inc. invites couples to reconnect, rekindle, and grow during the Stronger Together Couples Conference.",eventbrite: https://www.eventbrite.com/e/stronger-together-couples-conference-tickets-1998914724751,1,Fort Lauderdale,26.122,-80.137
"It's The Weekend, Act Like It (Dupe x Mana x Cheaa) Birthday Bash",2026-09-27,8:00 PM - 2:00 AM,"Truth Lounge and Club, 2674 East Oakland Park Boulevard, Fort Lauderdale, FL 33306",,Nightlife / Party,https://www.eventbrite.com/e/its-the-weekend-act-like-it-dupe-x-mana-x-cheaa-birthday-bash-tickets-1997395830698,"Come out to Truth lounge on September 27th, 2026, to enjoy It's The weekend, Act Like It event. It's an event that you do not want to miss.",eventbrite: https://www.eventbrite.com/e/its-the-weekend-act-like-it-dupe-x-mana-x-cheaa-birthday-bash-tickets-1997395830698,1,Fort Lauderdale,26.122,-80.137
Marketing Breakthrough: 40X Your Holistic Business [$297 Value],2026-09-27,10:00 AM - 12:00 PM,,,Sports & Fitness,https://www.eventbrite.com/e/marketing-breakthrough-40x-your-holistic-business-297-value-tickets-1222103026049,"Learn marketing secrets to explode your business. This event is a must for spiritual entrepreneurs such as healers, teachers, coaches, etc.",eventbrite: https://www.eventbrite.com/e/marketing-breakthrough-40x-your-holistic-business-297-value-tickets-1222103026049,1,Fort Lauderdale,26.122,-80.137
2026 User Group Meeting | PowerGEM,2026-09-29,8:00 AM - 12:00 PM,"Broward County Convention Center, 1950 Eisenhower Boulevard, Fort Lauderdale, FL 33316",,Arts & Theatre,https://www.eventbrite.com/e/2026-user-group-meeting-powergem-tickets-1988019395528,"Join the 2026 User Group Meeting to connect, share tips, and boost skills together!",eventbrite: https://www.eventbrite.com/e/2026-user-group-meeting-powergem-tickets-1988019395528,1,Fort Lauderdale,26.122,-80.137
Neuro Wellness - Largest Sound Bath Space in Florida. (3 weekly sessions).,2026-09-29,7:30 PM - 9:00 PM,"Le Sound Temple, 2501 Northeast 30th Street, Fort Lauderdale, FL 33306",,General,https://www.eventbrite.com/e/neuro-wellness-largest-sound-bath-space-in-florida-3-weekly-sessions-registration-1992138073605,EXPERIENCE YOUR DEEPEST STATE OF RELAXATION. LET GO OF ANXIETY AND NEGATIVE ENERGIES. 3 GROUP SESSIONS PER WEEK.,eventbrite: https://www.eventbrite.com/e/neuro-wellness-largest-sound-bath-space-in-florida-3-weekly-sessions-registration-1992138073605,1,Fort Lauderdale,26.122,-80.137
Atelier en ligne Psycom : prise en main du Cosmos Mental®,2026-10-01,9:00 AM - 12:30 PM,,,Arts & Theatre,https://www.eventbrite.com/e/billets-atelier-en-ligne-psycom-prise-en-main-du-cosmos-mental-1990504334046,Cet atelier s’adresse à toutes les personnes qui veulent mieux comprendre le concept de la santé mentale et pouvoir le transmettre.,eventbrite: https://www.eventbrite.com/e/billets-atelier-en-ligne-psycom-prise-en-main-du-cosmos-mental-1990504334046,1,Fort Lauderdale,26.122,-80.137
Free Dinner and Spiritual Conversation,2026-10-01,7:00 PM - 9:00 PM,"Rio Vista Church, 614 SE 9th Street, Fort Lauderdale, FL 33316",,Food & Drink,https://www.eventbrite.com/e/free-dinner-and-spiritual-conversation-tickets-1997624427437,What do you believe? Come explore life's greatest questions with others in a non-judgmental environment with good food. Everyone is welcome!,eventbrite: https://www.eventbrite.com/e/free-dinner-and-spiritual-conversation-tickets-1997624427437,1,Fort Lauderdale,26.122,-80.137
Pasta Night - Autumn in Italy,2026-10-01,6:30 PM - 8:30 PM,"Sistrunk Marketplace & Brewery, 115 Northwest 6th Street, Fort Lauderdale, FL 33311",,Food & Drink,https://www.eventbrite.com/e/pasta-night-autumn-in-italy-tickets-1999002668794,"Fall is hitting the pasta table! Join us for a hands-on Cooking Social inspired by the rich, comforting flavors of the season.",eventbrite: https://www.eventbrite.com/e/pasta-night-autumn-in-italy-tickets-1999002668794,1,Fort Lauderdale,26.122,-80.137
Ethically Shady: Navigating the Gray Areas of Interpreting,2026-10-03,10:00 AM - 1:30 PM,,,Arts & Theatre,https://www.eventbrite.com/e/ethically-shady-navigating-the-gray-areas-of-interpreting-tickets-1992852441298,By Yael Herbstman,eventbrite: https://www.eventbrite.com/e/ethically-shady-navigating-the-gray-areas-of-interpreting-tickets-1992852441298,1,Fort Lauderdale,26.122,-80.137
The Fort Lauderdale Margarita Festival,2026-10-03,12:00 PM - 6:00 PM,"3000 E Las Olas Blvd, 3000 East Las Olas Boulevard, Fort Lauderdale, FL 33316",,Festival,https://www.eventbrite.com/e/the-fort-lauderdale-margarita-festival-tickets-1981879999429,"Margarita Tasting Contest, Live DJ, Food Vendors, Beer Garden, and a Trip Giveaway. Who has the best margarita in FTLB? You decide!",eventbrite: https://www.eventbrite.com/e/the-fort-lauderdale-margarita-festival-tickets-1981879999429,1,Fort Lauderdale,26.122,-80.137
Coffee Club FTL FALL FESTIVAL,2026-10-04,9:00 AM - 1:00 PM,"Croissant Park Café, 223 Southwest 17th Street #Unit 2, Fort Lauderdale, FL 33315",,Festival,https://www.eventbrite.com/e/coffee-club-ftl-fall-festival-tickets-1997873916666,Coffee Club FTL is a community of coffee & tea lovers in South Florida. The club is about building community & supporting local coffee shops,eventbrite: https://www.eventbrite.com/e/coffee-club-ftl-fall-festival-tickets-1997873916666,1,Fort Lauderdale,26.122,-80.137
Kundalini Shakti Yoga & Sound Healing with Jai El Ari & Richard Brookens,2026-10-04,11:30 AM - 1:00 PM,"608 Breakers Ave, 608 Breakers Avenue, Fort Lauderdale, FL 33304",,Sports & Fitness,https://www.eventbrite.com/e/kundalini-shakti-yoga-sound-healing-with-jai-el-ari-richard-brookens-tickets-1997977162477,Get ready to vibe with some deep Kundalini energy and soothing sound waves led by Jai El Ari and Richard Brookens.,eventbrite: https://www.eventbrite.com/e/kundalini-shakti-yoga-sound-healing-with-jai-el-ari-richard-brookens-tickets-1997977162477,1,Fort Lauderdale,26.122,-80.137
☀️ THE BIG SUNNY CAKE BASH ☀️,2026-10-04,10:00 AM - 1:00 PM,"Wine Garden, 608 Breakers Avenue, Fort Lauderdale, FL 33304",,Faith & Community,https://www.eventbrite.com/e/the-big-sunny-cake-bash-tickets-1992210183287,"Big Sunny Cake Bash is a joyful, community-style cake picnic in a lush garden atmosphere and the first of its kind in Fort Lauderdale.",eventbrite: https://www.eventbrite.com/e/the-big-sunny-cake-bash-tickets-1992210183287,1,Fort Lauderdale,26.122,-80.137
Hyacinth's Book Launch & Birthday Celebration,2026-10-05,6:30 PM - 9:00 PM,"Born On Purpose Hub, 4850 North State Road 7 #G111, Lauderdale Lakes, FL 33319",,Nightlife / Party,https://www.eventbrite.com/e/hyacinths-book-launch-birthday-celebration-tickets-1997155254127,"Join us for Hyacinth’s fun-filled book launch and birthday bash—good vibes, great reads, and cake!",eventbrite: https://www.eventbrite.com/e/hyacinths-book-launch-birthday-celebration-tickets-1997155254127,1,Fort Lauderdale,26.122,-80.137
Little Pumpkins Mommy + Me Yoga,2026-10-06,10:00 AM - 12:00 PM,"Obsidian Coffee, 710 Northwest 5th Avenue #Unit 1060, Fort Lauderdale, FL 33311",,Sports & Fitness,https://www.eventbrite.com/e/little-pumpkins-mommy-me-yoga-tickets-1998514402376,"Tiny Sunny Club Mommy + Me Yoga at Obsidian Coffee! Yoga, a latte or lemonade, kids clothing swap + Halloween sensory fun. ☕‍♀️",eventbrite: https://www.eventbrite.com/e/little-pumpkins-mommy-me-yoga-tickets-1998514402376,1,Fort Lauderdale,26.122,-80.137
Workshop mit Paul Endrejat: KI professionell einsetzen für mehr Effizienz,2026-10-06,9:00 AM - 12:30 PM,,,Business / Networking,https://www.eventbrite.de/e/workshop-mit-paul-endrejat-ki-professionell-einsetzen-fur-mehr-effizienz-tickets-1993136356496,"Workshop mit Dr. Paul Endrejat: KI professionell einsetzen für mehr Effizienz bei Dokumentation, Berichten & Co.",eventbrite: https://www.eventbrite.de/e/workshop-mit-paul-endrejat-ki-professionell-einsetzen-fur-mehr-effizienz-tickets-1993136356496,1,Fort Lauderdale,26.122,-80.137
Oyster Fest 2026,2026-10-07,6:00 PM - 10:00 PM,"429 Seabreeze Blvd, 429 Seabreeze Boulevard, Fort Lauderdale, FL 33316",,Festival,https://www.eventbrite.com/e/oyster-fest-2026-tickets-1996827523877,Get ready to dive into a sea of deliciousness at Coconuts and G&B Oyster Bar's Annual Oyster Fest!,eventbrite: https://www.eventbrite.com/e/oyster-fest-2026-tickets-1996827523877,1,Fort Lauderdale,26.122,-80.137
Aligned for What's Next,2026-10-08,1:00 PM - 6:00 PM,"Pier Sixty-Six, 2301 Southeast 17th Street, Fort Lauderdale, FL 33316",,Conference / Expo,https://www.eventbrite.com/e/aligned-for-whats-next-tickets-1991775971548,"Aligned for What’s Next is a one-day symposium designed for business owners who are exploring growth, investment, or a future exit.",eventbrite: https://www.eventbrite.com/e/aligned-for-whats-next-tickets-1991775971548,1,Fort Lauderdale,26.122,-80.137
Babes and Brews October Crafty Book Club,2026-10-08,6:30 PM - 8:30 PM,"Gulf Stream Brewery & Pizzeria, 1105 Northeast 13th Street, Fort Lauderdale, FL 33304",,Nightlife / Party,https://www.eventbrite.com/e/babes-and-brews-october-crafty-book-club-tickets-1997779202373,"Make your own broom, sip a brew, and chat about our current read, Cycle of Deities by Kelsey Wolfe",eventbrite: https://www.eventbrite.com/e/babes-and-brews-october-crafty-book-club-tickets-1997779202373,1,Fort Lauderdale,26.122,-80.137
House of Jazz: Havana Nights,2026-10-10,7:00 PM - 10:00 PM,"L.A. Lee YMCA/Mizell Community Center, 1409 NW 6th Steet, Fort Lauderdale, FL 33311",,Concert / Live Music,https://www.eventbrite.com/e/house-of-jazz-havana-nights-tickets-1983582531749,"Step into the heat and elegance of Havana for an unforgettable evening of Afro-Cuban jazz, Latin rhythms, inspired cuisine, and vibrant art.",eventbrite: https://www.eventbrite.com/e/house-of-jazz-havana-nights-tickets-1983582531749,1,Fort Lauderdale,26.122,-80.137
